participant_id,browser,device,sex,education,country,rt,response,video,intensity,cog
1932032,Chrome,mobile,1,3,Scotland,497.6,S,NM_SS_notp_coda_PASS,34.57355857,5986
1932032,Chrome,mobile,1,3,Scotland,310.4,SH,NM_SH_notp_coda_POSH,33.71301243,3076
1932032,Chrome,mobile,1,3,Scotland,420,SH,NM_SH_pair_onset_SHIN,38.63219732,3542
1932032,Chrome,mobile,1,3,Scotland,334.7,S,NM_SS_notp_onset_SILK,40.97915109,6588
1932032,Chrome,mobile,1,3,Scotland,283.5,SH,NM_SH_notp_onset_SHOOT,40.8780021,3763
1932032,Chrome,mobile,1,3,Scotland,730.6,F,NM_FF_pair_coda_LOAF,29.03169428,6083
1932032,Chrome,mobile,1,3,Scotland,312.6,SH,NM_SH_pair_coda_LEASH,34.41750304,3351
1932032,Chrome,mobile,1,3,Scotland,381.1,TH,NM_TH_pair_onset_THOUGHT,30.03527609,7602
1932032,Chrome,mobile,1,3,Scotland,545.7,F,NM_FF_pair_coda_DEAF,27.47261099,6129
1932032,Chrome,mobile,1,3,Scotland,356.2,F,NM_FF_pair_coda_ROOF,32.55925052,5188
1932032,Chrome,mobile,1,3,Scotland,641.6,F,NM_FF_notp_onset_FOOL,30.21203804,10110
1932032,Chrome,mobile,1,3,Scotland,382.9,TH,NM_TH_notp_onset_THORN,30.25575981,3658
1932032,Chrome,mobile,1,3,Scotland,313.5,S,NM_SS_notp_onset_SAD,40.78074578,6517
1932032,Chrome,mobile,1,3,Scotland,336.3,TH,NM_TH_notp_onset_THANK,32.92457176,2714
1932032,Chrome,mobile,1,3,Scotland,320.6,F,NM_FF_notp_onset_FACT,32.58731023,8632
1932032,Chrome,mobile,1,3,Scotland,291.9,S,NM_SS_pair_onset_SOUGHT,42.84970627,5753
1932032,Chrome,mobile,1,3,Scotland,543.4,F,NM_FF_pair_coda_OAF,27.98698369,6466
1932032,Chrome,mobile,1,3,Scotland,317.6,SH,NM_SH_notp_onset_SHEER,41.15659637,4191
1932032,Chrome,mobile,1,3,Scotland,293.1,S,NM_SS_pair_onset_SIGH,41.37901249,5979
1932032,Chrome,mobile,1,3,Scotland,325.8,S,NM_SS_notp_coda_GROSS,36.7148886,4478
1932032,Chrome,mobile,1,3,Scotland,331.8,S,NM_SS_pair_coda_PLUS,36.53544495,5201
1932032,Chrome,mobile,1,3,Scotland,314.1,F,NM_FF_pair_onset_FOAL,28.57906601,9802
1932032,Chrome,mobile,1,3,Scotland,284.3,SH,NM_SH_pair_coda_ASH,35.42637673,3533
1932032,Chrome,mobile,1,3,Scotland,384.3,TH,NM_TH_notp_onset_THEME,30.46915813,8387
1932032,Chrome,mobile,1,3,Scotland,319.4,F,NM_FF_notp_coda_COUGH,31.64711858,10043
1932032,Chrome,mobile,1,3,Scotland,286.4,F,NM_FF_pair_onset_FIE,30.77713035,8472
1932032,Chrome,mobile,1,3,Scotland,357.3,S,NM_SS_pair_coda_ASS,39.03014753,5034
1932032,Chrome,mobile,1,3,Scotland,389.4,TH,NM_TH_pair_onset_THAW,28.96203439,8045
1932032,Chrome,mobile,1,3,Scotland,281.2,S,NM_SS_notp_onset_SELL,41.23373391,6775
1932032,Chrome,mobile,1,3,Scotland,291.3,F,NM_FF_notp_coda_BEEF,31.98646765,8905
1932032,Chrome,mobile,1,3,Scotland,448.8,SH,NM_SH_pair_coda_PLUSH,33.82094552,4158
1932032,Chrome,mobile,1,3,Scotland,313.4,SH,NM_SH_notp_coda_BUSH,34.31249527,3507
1932032,Chrome,mobile,1,3,Scotland,318.9,S,NM_SS_pair_coda_LEASE,39.49037225,5490
1932032,Chrome,mobile,1,3,Scotland,535.4,S,NM_SS_notp_coda_ACE,38.15028531,5721
1932032,Chrome,mobile,1,3,Scotland,368.4,TH,NM_TH_notp_coda_MOTH,27.11784357,2932
1932032,Chrome,mobile,1,3,Scotland,419.6,SH,NM_SH_notp_onset_SHOUT,36.52961089,3819
1932032,Chrome,mobile,1,3,Scotland,435.5,F,NM_FF_pair_onset_FOUGHT,34.6954365,8605
1932032,Chrome,mobile,1,3,Scotland,675.8,X,NM_FF_pair_onset_FOUR,34.37218612,9416
1932032,Chrome,mobile,1,3,Scotland,345.7,S,NM_SS_pair_coda_MESS,36.17035307,5457
1932032,Chrome,mobile,1,3,Scotland,523.2,TH,NM_TH_pair_onset_THOLE,30.4873532,8529
1932032,Chrome,mobile,1,3,Scotland,426.2,TH,NM_FF_notp_coda_HALF,27.22294044,10234
1932032,Chrome,mobile,1,3,Scotland,411.4,TH,NM_TH_pair_coda_LOATH,27.1697819,4313
1932032,Chrome,mobile,1,3,Scotland,975.5,F,NM_FF_notp_coda_POOF,31.42012038,5373
1932032,Chrome,mobile,1,3,Scotland,358,SH,NM_SH_pair_onset_SHORE,37.97554534,4134
1932032,Chrome,mobile,1,3,Scotland,1001.4,TH,NM_TH_notp_coda_BREATH,28.73152252,7151
1932032,Chrome,mobile,1,3,Scotland,747.1,F,NM_FF_pair_onset_FIN,31.84145761,5117
1932032,Chrome,mobile,1,3,Scotland,658.3,TH,NM_TH_pair_coda_WREATH,26.84374713,6030
1932032,Chrome,mobile,1,3,Scotland,386.9,TH,NM_TH_notp_onset_THING,32.21719174,8651
1932032,Chrome,mobile,1,3,Scotland,314.8,TH,NM_TH_notp_onset_THUNK,30.72066367,7525
1932032,Chrome,mobile,1,3,Scotland,333.9,TH,NM_TH_pair_onset_THIGH,32.62028023,4097
1932032,Chrome,mobile,1,3,Scotland,484.8,TH,NM_TH_pair_coda_OATH,28.61263962,5905
1932032,Chrome,mobile,1,3,Scotland,319.1,SH,NM_SH_pair_onset_SHY,39.50228141,3622
1932032,Chrome,mobile,1,3,Scotland,630.7,F,NM_FF_notp_onset_FEAT,34.92174457,10478
1932032,Chrome,mobile,1,3,Scotland,522.6,TH,NM_TH_notp_coda_GROWTH,25.42154423,3708
1932032,Chrome,mobile,1,3,Scotland,391.6,SH,NM_SH_pair_coda_MESH,33.56798697,3601
1932032,Chrome,mobile,1,3,Scotland,558.7,F,NM_FF_notp_onset_FAME,31.59602116,3922
1932032,Chrome,mobile,1,3,Scotland,455.3,F,NM_FF_pair_coda_REEF,29.65935414,6900
1932032,Chrome,mobile,1,3,Scotland,334.6,S,NM_SS_pair_onset_SOUL,40.65935899,5973
1932032,Chrome,mobile,1,3,Scotland,376.7,SH,NM_SH_notp_onset_SHAME,36.73993494,3611
1932032,Chrome,mobile,1,3,Scotland,388.1,TH,NM_TH_notp_coda_TOOTH,28.16262081,5986
1932032,Chrome,mobile,1,3,Scotland,307.4,F,NM_FF_notp_onset_FIGHT,36.16093753,10945
1932032,Chrome,mobile,1,3,Scotland,337.5,SH,NM_SH_notp_onset_SHACK,39.49973881,4095
1932032,Chrome,mobile,1,3,Scotland,475.1,TH,NM_TH_pair_onset_THIN,30.14064943,2954
1932032,Chrome,mobile,1,3,Scotland,332.2,SH,NM_SH_notp_coda_BRUSH,33.84302596,3467
1932032,Chrome,mobile,1,3,Scotland,306.6,S,NM_SS_pair_onset_SIN,43.9163708,5970
1932032,Chrome,mobile,1,3,Scotland,351.3,S,NM_SS_pair_coda_PUSS,38.76511023,5439
1932032,Chrome,mobile,1,3,Scotland,414.3,SH,NM_SH_pair_coda_PUSH,34.83622897,3617
1932032,Chrome,mobile,1,3,Scotland,384.6,TH,NM_TH_pair_coda_DEATH,25.17853656,4331
1932032,Chrome,mobile,1,3,Scotland,570,TH,NM_TH_pair_coda_RUTH,29.52085089,3193
1932032,Chrome,mobile,1,3,Scotland,281.5,S,NM_SS_notp_coda_KISS,40.20535668,5627
1932032,Chrome,mobile,1,3,Scotland,646.4,X,NM_FF_notp_coda_ROUGH,30.25346087,9862
1932032,Chrome,mobile,1,3,Scotland,440.2,S,NM_SS_pair_onset_SORE,44.26134749,5943
1932032,Chrome,mobile,1,3,Scotland,313.4,S,NM_SS_notp_onset_SOON,42.54171703,5939
1932032,Chrome,mobile,1,3,Scotland,349.3,SH,NM_SH_pair_onset_SHOAL,37.64432653,3948
1932032,Chrome,mobile,1,3,Scotland,287.3,SH,NM_SH_notp_coda_WISH,34.32677042,3314
1932032,Chrome,mobile,1,3,Scotland,258,SH,NM_SH_pair_onset_SHORT,37.41534288,4620
1932032,Chrome,mobile,1,3,Scotland,363.4,S,NM_SS_notp_coda_MOUSE,34.03453979,5332
1932032,Chrome,mobile,1,3,Scotland,339,S,NM_SS_notp_onset_SOUND,41.01537614,5202
1932032,Chrome,mobile,1,3,Scotland,398.7,TH,NM_TH_notp_coda_BIRTH,25.85892286,4893
1932032,Chrome,mobile,1,3,Scotland,309.2,SH,NM_SH_notp_coda_WASH,33.96536017,3015
1932032,Chrome,mobile,1,3,Scotland,332.9,S,WM_SS_pair_onset_SOUGHT,38.54688399,6131
1932032,Chrome,mobile,1,3,Scotland,245.7,TH,WM_FF_notp_coda_HALF,24.0740738,3068
1932032,Chrome,mobile,1,3,Scotland,280.2,TH,WM_TH_pair_coda_DEATH,26.17474533,2500
1932032,Chrome,mobile,1,3,Scotland,314.1,SH,WM_SH_notp_onset_SHEER,35.63657702,2991
1932032,Chrome,mobile,1,3,Scotland,312.8,S,WM_SS_notp_onset_SAD,36.07004488,5467
1932032,Chrome,mobile,1,3,Scotland,301.1,TH,WM_TH_pair_onset_THOUGHT,30.40684565,4412
1932032,Chrome,mobile,1,3,Scotland,408.7,TH,WM_TH_pair_coda_LOATH,25.3982628,3684
1932032,Chrome,mobile,1,3,Scotland,367.2,F,WM_FF_pair_coda_REEF,30.73328455,4479
1932032,Chrome,mobile,1,3,Scotland,333.8,S,WM_SS_pair_coda_LEASE,36.04960122,5547
1932032,Chrome,mobile,1,3,Scotland,305.2,SH,WM_SH_notp_coda_POSH,30.75677682,2612
1932032,Chrome,mobile,1,3,Scotland,300.9,S,WM_SS_notp_coda_KISS,35.24913983,5018
1932032,Chrome,mobile,1,3,Scotland,351.6,F,WM_FF_pair_coda_LOAF,27.61623221,2284
1932032,Chrome,mobile,1,3,Scotland,407.7,TH,WM_TH_pair_onset_THOLE,29.16238698,4008
1932032,Chrome,mobile,1,3,Scotland,408.5,S,WM_SS_pair_onset_SIN,39.24703864,5485
1932032,Chrome,mobile,1,3,Scotland,342.4,TH,WM_TH_notp_coda_BREATH,26.86566057,3201
1932032,Chrome,mobile,1,3,Scotland,530.8,S,WM_SS_pair_coda_MESS,32.13420327,5516
1932032,Chrome,mobile,1,3,Scotland,321.9,TH,WM_TH_notp_coda_GROWTH,28.07971229,1385
1932032,Chrome,mobile,1,3,Scotland,315.8,TH,WM_TH_pair_coda_OATH,27.00093758,2387
1932032,Chrome,mobile,1,3,Scotland,350.1,TH,WM_FF_pair_coda_DEAF,28.03294112,2298
1932032,Chrome,mobile,1,3,Scotland,361.1,S,WM_SS_pair_coda_PLUS,33.72174147,5305
1932032,Chrome,mobile,1,3,Scotland,354.2,TH,WM_TH_pair_onset_THIN,29.92131417,4552
1932032,Chrome,mobile,1,3,Scotland,406.4,F,WM_FF_notp_onset_FAME,24.30104487,5389
1932032,Chrome,mobile,1,3,Scotland,450.7,SH,WM_SH_notp_onset_SHAME,35.86025666,3370
1932032,Chrome,mobile,1,3,Scotland,315.6,SH,WM_SH_notp_coda_BUSH,33.50540729,1949
1932032,Chrome,mobile,1,3,Scotland,299.8,F,WM_FF_notp_coda_COUGH,24.08980909,3019
1932032,Chrome,mobile,1,3,Scotland,394.7,F,WM_FF_pair_onset_FIN,30.96682916,7701
1932032,Chrome,mobile,1,3,Scotland,316.1,TH,WM_TH_notp_coda_TOOTH,27.54355327,2456
1932032,Chrome,mobile,1,3,Scotland,308.4,S,WM_SS_pair_onset_SIGH,36.26807838,6605
1932032,Chrome,mobile,1,3,Scotland,528.4,TH,WM_FF_pair_onset_FIE,26.73216088,8105
1932032,Chrome,mobile,1,3,Scotland,336.4,TH,WM_TH_notp_coda_BIRTH,24.995908880000002,1746
1932032,Chrome,mobile,1,3,Scotland,346.3,SH,WM_SH_notp_onset_SHOOT,36.01809601,3110
1932032,Chrome,mobile,1,3,Scotland,676.2,TH,WM_FF_pair_onset_FOUR,29.74117595,6318
1932032,Chrome,mobile,1,3,Scotland,337.1,F,WM_FF_notp_onset_FOOL,24.88710414,3064
1932032,Chrome,mobile,1,3,Scotland,296.1,F,WM_SH_pair_coda_PLUSH,31.1841224,3249
1932032,Chrome,mobile,1,3,Scotland,539.1,X,WM_SS_notp_coda_GROSS,31.23914038,4355
1932032,Chrome,mobile,1,3,Scotland,314.5,TH,WM_TH_pair_coda_RUTH,24.79955523,4007
1932032,Chrome,mobile,1,3,Scotland,178.6,SH,WM_SH_notp_onset_SHOUT,34.59898582,3276
1932032,Chrome,mobile,1,3,Scotland,347.2,F,WM_FF_notp_coda_POOF,25.25042421,2416
1932032,Chrome,mobile,1,3,Scotland,436.2,SH,WM_SH_pair_coda_ASH,30.32133037,2524
1932032,Chrome,mobile,1,3,Scotland,283.5,SH,WM_SH_pair_onset_SHOAL,33.61304571,3117
1932032,Chrome,mobile,1,3,Scotland,398.3,S,WM_SS_pair_coda_PUSS,33.81274345,4707
1932032,Chrome,mobile,1,3,Scotland,317.7,SH,WM_SH_notp_coda_WASH,31.54416882,2587
1932032,Chrome,mobile,1,3,Scotland,296.9,SH,WM_SH_pair_onset_SHORT,34.77919722,3297
1932032,Chrome,mobile,1,3,Scotland,352.4,TH,WM_TH_notp_coda_MOTH,29.27673653,2728
1932032,Chrome,mobile,1,3,Scotland,340.3,F,WM_FF_pair_coda_OAF,27.87135616,2193
1932032,Chrome,mobile,1,3,Scotland,313.7,SH,WM_SH_notp_onset_SHACK,37.39323953,3722
1932032,Chrome,mobile,1,3,Scotland,342.2,SH,WM_SH_pair_coda_LEASH,32.97668186,3148
1932032,Chrome,mobile,1,3,Scotland,533,S,WM_SS_pair_coda_ASS,29.32681087,4742
1932032,Chrome,mobile,1,3,Scotland,299.7,F,WM_FF_pair_coda_ROOF,26.08339172,2752
1932032,Chrome,mobile,1,3,Scotland,978.9,F,WM_FF_pair_onset_FOUGHT,28.83433448,7865
1932032,Chrome,mobile,1,3,Scotland,301.5,F,WM_FF_notp_coda_BEEF,29.4754049,7430
1932032,Chrome,mobile,1,3,Scotland,327.6,F,WM_FF_notp_onset_FACT,29.53059171,4486
1932032,Chrome,mobile,1,3,Scotland,458.1,S,WM_SS_notp_onset_SOON,34.62937365,5613
1932032,Chrome,mobile,1,3,Scotland,392.4,TH,WM_TH_pair_onset_THIGH,29.52350359,4950
1932032,Chrome,mobile,1,3,Scotland,450.5,TH,WM_TH_notp_onset_THEME,27.16763826,3905
1932032,Chrome,mobile,1,3,Scotland,355.2,TH,WM_TH_pair_onset_THAW,29.16219133,3454
1932032,Chrome,mobile,1,3,Scotland,285.1,F,WM_FF_notp_onset_FIGHT,31.22689133,5747
1932032,Chrome,mobile,1,3,Scotland,623.1,S,WM_SS_notp_coda_PASS,32.14711433,5510
1932032,Chrome,mobile,1,3,Scotland,978.9,X,WM_FF_notp_coda_ROUGH,28.07022466,3234
1932032,Chrome,mobile,1,3,Scotland,325.3,SH,WM_SH_pair_onset_SHIN,38.3505371,3941
1932032,Chrome,mobile,1,3,Scotland,301.5,SH,WM_SH_pair_coda_MESH,31.79430384,2869
1932032,Chrome,mobile,1,3,Scotland,309.8,SH,WM_SH_pair_onset_SHY,34.89293993,1877
1932032,Chrome,mobile,1,3,Scotland,92.69999999,F,WM_FF_notp_onset_FEAT,26.77629044,5672
1932032,Chrome,mobile,1,3,Scotland,369.5,TH,WM_TH_notp_onset_THORN,24.41493027,1442
1932032,Chrome,mobile,1,3,Scotland,341.1,SH,WM_SH_pair_coda_PUSH,33.2061282,2916
1932032,Chrome,mobile,1,3,Scotland,275.7,F,WM_FF_pair_onset_FOAL,30.21439279,3433
1932032,Chrome,mobile,1,3,Scotland,578.4,S,WM_SS_notp_coda_ACE,34.70301945,5213
1932032,Chrome,mobile,1,3,Scotland,341.8,S,WM_SS_notp_onset_SOUND,35.31149937,5862
1932032,Chrome,mobile,1,3,Scotland,323.1,S,WM_SS_pair_onset_SORE,39.4498273,6203
1932032,Chrome,mobile,1,3,Scotland,296.2,S,WM_SS_notp_onset_SELL,37.53241981,5858
1932032,Chrome,mobile,1,3,Scotland,344.2,TH,WM_TH_notp_onset_THUNK,26.22850775,6753
1932032,Chrome,mobile,1,3,Scotland,315.9,S,WM_SS_notp_coda_MOUSE,32.3552173,5480
1932032,Chrome,mobile,1,3,Scotland,313.2,SH,WM_SH_notp_coda_WISH,33.18926446,2893
1932032,Chrome,mobile,1,3,Scotland,372.3,TH,WM_TH_pair_coda_WREATH,25.33262721,4164
1932032,Chrome,mobile,1,3,Scotland,343.6,SH,WM_SH_pair_onset_SHORE,35.88647069,3760
1932032,Chrome,mobile,1,3,Scotland,321,SH,WM_SH_notp_coda_BRUSH,30.92832382,2881
1932032,Chrome,mobile,1,3,Scotland,346.5,TH,WM_TH_notp_onset_THING,30.35223502,5685
1932032,Chrome,mobile,1,3,Scotland,316.2,S,WM_SS_pair_onset_SOUL,33.23819866,3794
1932032,Chrome,mobile,1,3,Scotland,349.3,TH,WM_TH_notp_onset_THANK,28.3985459,2662
1932032,Chrome,mobile,1,3,Scotland,269.4,S,WM_SS_notp_onset_SILK,35.21656066,5744
1932445,Firefox,computer,3,3,England,1135,TH,WM_TH_pair_onset_THIGH,29.52350359,4950
1932445,Firefox,computer,3,3,England,861,SH,WM_SH_notp_coda_BRUSH,30.92832382,2881
1932445,Firefox,computer,3,3,England,552,TH,WM_TH_pair_coda_OATH,27.00093758,2387
1932445,Firefox,computer,3,3,England,899,TH,WM_TH_notp_coda_GROWTH,28.07971229,1385
1932445,Firefox,computer,3,3,England,782,SH,WM_SH_pair_onset_SHORT,34.77919722,3297
1932445,Firefox,computer,3,3,England,1197,S,WM_SS_pair_coda_LEASE,36.04960122,5547
1932445,Firefox,computer,3,3,England,809,F,WM_FF_notp_onset_FOOL,24.88710414,3064
1932445,Firefox,computer,3,3,England,800,SH,WM_SH_pair_coda_LEASH,32.97668186,3148
1932445,Firefox,computer,3,3,England,874,S,WM_SS_pair_coda_PUSS,33.81274345,4707
1932445,Firefox,computer,3,3,England,996,F,WM_FF_notp_coda_POOF,25.25042421,2416
1932445,Firefox,computer,3,3,England,635,TH,WM_TH_pair_onset_THOUGHT,30.40684565,4412
1932445,Firefox,computer,3,3,England,719,S,WM_SS_notp_onset_SILK,35.21656066,5744
1932445,Firefox,computer,3,3,England,2389,S,WM_SS_notp_coda_ACE,34.70301945,5213
1932445,Firefox,computer,3,3,England,475,TH,WM_TH_notp_coda_MOTH,29.27673653,2728
1932445,Firefox,computer,3,3,England,492,SH,WM_SH_pair_coda_PUSH,33.2061282,2916
1932445,Firefox,computer,3,3,England,728,SH,WM_SH_notp_coda_WASH,31.54416882,2587
1932445,Firefox,computer,3,3,England,814,TH,WM_TH_pair_coda_RUTH,24.79955523,4007
1932445,Firefox,computer,3,3,England,421,TH,WM_TH_notp_coda_TOOTH,27.54355327,2456
1932445,Firefox,computer,3,3,England,1410,TH,WM_TH_pair_coda_LOATH,25.3982628,3684
1932445,Firefox,computer,3,3,England,1061,SH,WM_SH_pair_coda_MESH,31.79430384,2869
1932445,Firefox,computer,3,3,England,877,TH,WM_FF_notp_coda_HALF,24.0740738,3068
1932445,Firefox,computer,3,3,England,623,F,WM_FF_notp_onset_FIGHT,31.22689133,5747
1932445,Firefox,computer,3,3,England,832,S,WM_SS_notp_onset_SOUND,35.31149937,5862
1932445,Firefox,computer,3,3,England,744,TH,WM_FF_pair_coda_DEAF,28.03294112,2298
1932445,Firefox,computer,3,3,England,740,S,WM_SS_notp_onset_SOON,34.62937365,5613
1932445,Firefox,computer,3,3,England,872,F,WM_FF_pair_onset_FOAL,30.21439279,3433
1932445,Firefox,computer,3,3,England,1011,S,WM_SS_notp_coda_MOUSE,32.3552173,5480
1932445,Firefox,computer,3,3,England,1003,TH,WM_TH_notp_onset_THEME,27.16763826,3905
1932445,Firefox,computer,3,3,England,933,S,WM_SS_notp_onset_SELL,37.53241981,5858
1932445,Firefox,computer,3,3,England,713,S,WM_SS_pair_onset_SOUGHT,38.54688399,6131
1932445,Firefox,computer,3,3,England,476,TH,WM_TH_notp_onset_THUNK,26.22850775,6753
